+--------------------------+---------------------------------------------+
| NAME                     | TBL_NAME                                    |
| default                  | dkr_gueye_finale                            |
| default                  | dkr_gueye_jour1                             |
| default                  | dkr_gueye_jour2                             |
| default                  | dkr_gueye_jour3                             |
| default                  | dkr_gueye_jour4                             |
| default                  | dkr_lpa_finale                              |
| default                  | dkr_lpa_jour1                               |
| default                  | dkr_lpa_jour2                               |
| default                  | dkr_lpa_jour3                               |
| default                  | dkr_lpa_jour4                               |
| default                  | dkr_mariama_ba_finale                       |
| default                  | dkr_mariama_ba_jour1                        |
| default                  | dkr_mariama_ba_jour2                        |
| default                  | dkr_mariama_ba_jour3                        |
| default                  | dkr_mariama_ba_jour4                        |
| default                  | dkr_maristes2_finale                        |
| default                  | dkr_maristes2_jour1                         |
| default                  | dkr_maristes2_jour2                         |
| default                  | dkr_maristes2_jour3                         |
| default                  | dkr_maristes2_jour4                         |
| default                  | dkr_maristes_finale                         |
| default                  | dkr_maristes_jour1                          |
| default                  | dkr_maristes_jour2                          |
| default                  | dkr_maristes_jour3                          |
| default                  | dkr_maristes_jour4                          |
| default                  | dkr_mermoz_finale                           |
| default                  | dkr_mermoz_jour1                            |
| default                  | dkr_mermoz_jour2                            |
| default                  | dkr_mermoz_jour3                            |
| default                  | dkr_mermoz_jour4                            |
| trusted_cdr              | dmb                                         |
| transient_cdr            | dmb_2020061512                              |
| refined_reporting        | dmgp_geomarketing                           |
| trusted_sicli            | dossier                                     |
| refined_simbox           | draft_simbox                                |
| refined_sicli            | drv_acquisition_sim                         |
| refined_om               | drv_list                                    |
| refined_reporting        | dump_cmo                                    |
| trusted_cdr              | dump_imsi_msisdn                            |
| transient_pfs            | dump_int                                    |
| trusted_cdr              | dump_lpm                                    |
| trusted_pfs              | dump_otarie                                 |
| transient_pfs            | dump_otarie_test                            |
| trusted                  | dumpin                                      |
| transient_cdr            | dumpin                                      |
| transient_pfs            | dumpin                                      |
| trusted_pfs              | dumpin2                                     |
| transient_pfs            | dumpin_20190308                             |
| transient_pfs            | dumpin_20190310                             |
| transient_pfs            | dumpin_20190311                             |
| transient_pfs            | dumpin_20190312                             |
| transient_pfs            | dumpin_20190313                             |
| transient_pfs            | dumpin_20190314                             |
| transient_pfs            | dumpin_20190319                             |
| transient_pfs            | dumpin_20190320                             |
| transient_pfs            | dumpin_20190324                             |
| transient_pfs            | dumpin_20190326                             |
| transient_pfs            | dumpin_20190329                             |
| transient_pfs            | dumpin_20190412                             |
| transient_pfs            | dumpin_20190413                             |
| transient_pfs            | dumpin_20190418                             |
| transient_pfs            | dumpin_20190426                             |
| refined                  | dynamo                                      |
| trusted_pfs              | dynamo                                      |
| trusted_pfs              | dynamo_old                                  |
| trusted_cdr              | earned                                      |
| crt                      | edgeap                                      |
| crt                      | edgeapp                                     |
| crt                      | edgenm                                      |
| crt                      | edgenm_new                                  |
| crt                      | edgenm_sms                                  |
| crt                      | edgenm_tmp                                  |
| crt                      | edgenm_tmp1                                 |
| crt                      | edgenm_tmp_sortant                          |
| crt                      | edgenm_v2                                   |
| crt                      | edgenm_voix                                 |
| crt                      | edgeom                                      |
| crt                      | edgeom_v2                                   |
| crt                      | edgeseddo                                   |
| crt                      | edgeseddo_v2                                |
| crt                      | edgesms                                     |
| crt                      | edgevoix                                    |
| nba_nbo                  | emergency                                   |
| nba_nbo                  | emergency12years                            |
| trusted_sicli            | encaissement                                |
| trusted_sicli            | encaissement_test                           |
| fms                      | encours_conso                               |
| refined_equation_in      | equation                                    |
| refined_equation_in      | equation_in                                 |
| refined_equation_in      | equation_in_new                             |
| refined_equation_in      | equation_in_taux_client                     |
| refined_equation_in      | equation_in_taux_jour                       |
| trusted_cdr              | event_id                                    |
| refined_tcontrol         | events                                      |
| test_dlk                 | expor_fixe                                  |
| analytics                | export_aicha                                |
| analytics                | export_clients_non_inscrits                 |
| analytics                | export_clients_non_inscrits0                |
| analytics                | export_hv                                   |
| trusted_sicli            | export_na_dv2                               |
| analytics                | export_nba_nbo                              |
| analytics                | export_nba_nbo_1                            |
| analytics                | export_otarie_septembre                     |
| analytics                | export_ott_mareme                           |
| analytics                | export_pass_nbo                             |
| analytics                | export_rfm_hv                               |
| analytics                | export_rfm_hv_lite                          |
| analytics                | export_wave_a_inscrire                      |
| covid19                  | extraction                                  |
| refined_reporting        | facturation                                 |
| refined_reporting        | facturation_cmo                             |
| trusted_cdr              | facturation_thanos                          |
| refined_om               | fagot_om                                    |
| refined_cem              | failed_calls                                |
| default                  | fatick_jour1                                |
| default                  | fatick_jour2                                |
| default                  | fatick_jour3                                |
| default                  | fatick_jour4                                |
| trusted_cdr              | ffn                                         |
| trusted_cdr              | fibre_device_genie_acs                      |
| trusted_cdr              | fibre_devices_connectes                     |
| test_dlk                 | fice_ndcli                                  |
| test_dlk                 | fice_ndcli_pro                              |
| test_dlk                 | fice_ndcli_sus                              |
| test_dlk                 | fice_ni                                     |
| refined_reporting        | fixe_encaissement_day                       |
| refined_reporting        | fixe_encaissement_month                     |
| refined_reporting        | fixe_encaissement_test                      |
| refined_reporting        | fixe_facturation                            |
| refined_reporting        | fixe_frais_acces                            |
| refined_reporting        | fixe_migration_day                          |
| refined_reporting        | fixe_migration_month                        |
| refined_reporting        | fixe_offres_day                             |
| refined_reporting        | fixe_offres_facturation                     |
| refined_reporting        | fixe_offres_facturation_cabox               |
| refined_reporting        | fixe_offres_month                           |
| refined_reporting        | fixe_offres_week                            |
| refined_reporting        | fixe_production_day                         |
| refined_reporting        | fixe_production_month                       |
| refined_reporting        | fixe_production_week                        |
| refined_reporting        | fixe_traffic_day                            |
| refined_reporting        | fixe_traffic_remise_month                   |
| analytics                | fp_fn_avril                                 |
| trusted_sicli            | frais_acces                                 |
| refined_reporting        | frais_acces_develop                         |
| trusted_sicli            | frais_acces_old                             |
| trusted_pfs              | fraud_buster                                |
| default                  | fraude_fibre                                |
| refined_fraude           | fraude_fibre                                |
| refined                  | fraudeseddo                                 |
| trusted_flytxt           | fulfilment                                  |
| trusted_om               | full_contact_om                             |
| trusted_om               | full_contact_om_receiver                    |
| trusted_om               | full_contact_om_sender                      |
| sys                      | funcs                                       |
| refined                  | gaia                                        |
| trusted_sicli            | gaia                                        |
| transient_sicli          | gaia                                        |
| transient_sicli          | gaia_20190531                               |
| transient_sicli          | gaia_20190601                               |
| transient_sicli          | gaia_20190602                               |
| transient_sicli          | gaia_20190603                               |
| transient_sicli          | gaia_20190604                               |
| transient_sicli          | gaia_20190605                               |
| transient_sicli          | gaia_20190606                               |
| transient_sicli          | gaia_20190607                               |
| transient_sicli          | gaia_20190608                               |
| transient_sicli          | gaia_20190609                               |
| transient_sicli          | gaia_20190610                               |
| transient_sicli          | gaia_20190611                               |
| transient_sicli          | gaia_20190612                               |
| transient_sicli          | gaia_20190613                               |
| transient_sicli          | gaia_20190614                               |
| transient_sicli          | gaia_20190615                               |
| transient_sicli          | gaia_20190616                               |
| transient_sicli          | gaia_20190617                               |
| transient_sicli          | gaia_20190618                               |
| transient_sicli          | gaia_20190619                               |
| transient_sicli          | gaia_20190620                               |
| transient_sicli          | gaia_20190621                               |
| transient_sicli          | gaia_20190622                               |
| transient_sicli          | gaia_20190623                               |
| transient_sicli          | gaia_20190624                               |
| transient_sicli          | gaia_20190625                               |
| transient_sicli          | gaia_20190626                               |
| transient_sicli          | gaia_20190627                               |
| transient_sicli          | gaia_20190628                               |
| transient_sicli          | gaia_20190629                               |
| transient_sicli          | gaia_20190630                               |
| transient_sicli          | gaia_20190701                               |
| transient_sicli          | gaia_20190702                               |
| transient_sicli          | gaia_20190703                               |
| transient_sicli          | gaia_20190704                               |
| transient_sicli          | gaia_20190705                               |
| transient_sicli          | gaia_20190706                               |
| transient_sicli          | gaia_20190708                               |
| transient_sicli          | gaia_20190709                               |
| transient_sicli          | gaia_20190710                               |
| transient_sicli          | gaia_20190711                               |
| transient_sicli          | gaia_20190712                               |
| transient_sicli          | gaia_20190713                               |
| transient_sicli          | gaia_20190714                               |
| transient_sicli          | gaia_20190715                               |
| transient_sicli          | gaia_20190716                               |
| transient_sicli          | gaia_20190717                               |
| transient_sicli          | gaia_20190718                               |
| transient_sicli          | gaia_20190719                               |
| transient_sicli          | gaia_20190720                               |
| transient_sicli          | gaia_20190721                               |
| transient_sicli          | gaia_20190722                               |
| transient_sicli          | gaia_20190723                               |
| transient_sicli          | gaia_20190724                               |
| transient_sicli          | gaia_20190725                               |
| transient_sicli          | gaia_20190726                               |
| transient_sicli          | gaia_20190727                               |
| transient_sicli          | gaia_20190728                               |
| transient_sicli          | gaia_20190729                               |
| transient_sicli          | gaia_20190730                               |
| transient_sicli          | gaia_20190731                               |
| transient_sicli          | gaia_20190802                               |
| transient_sicli          | gaia_20190803                               |
| transient_sicli          | gaia_20190804                               |
| transient_sicli          | gaia_20190805                               |
| transient_sicli          | gaia_20190806                               |
| transient_sicli          | gaia_20190807                               |
| transient_sicli          | gaia_20190808                               |
| transient_sicli          | gaia_20190809                               |
| transient_sicli          | gaia_20190810                               |
| transient_sicli          | gaia_20190811                               |
| transient_sicli          | gaia_20190812                               |
| transient_sicli          | gaia_20190813                               |
| transient_sicli          | gaia_20190814                               |
| transient_sicli          | gaia_20190815                               |
| transient_sicli          | gaia_20190816                               |
| transient_sicli          | gaia_20190817                               |
| transient_sicli          | gaia_20190818                               |
| transient_sicli          | gaia_20190819                               |
| transient_sicli          | gaia_20190820                               |
| transient_sicli          | gaia_20190821                               |
| transient_sicli          | gaia_20190822                               |
| transient_sicli          | gaia_20190823                               |
| transient_sicli          | gaia_20190825                               |
| transient_sicli          | gaia_20190826                               |
| transient_sicli          | gaia_20190827                               |
| transient_sicli          | gaia_20190828                               |
| transient_sicli          | gaia_20190829                               |
| transient_sicli          | gaia_20190830                               |
| transient_sicli          | gaia_20190831                               |
| transient_sicli          | gaia_20190902                               |
| transient_sicli          | gaia_20190903                               |
| transient_sicli          | gaia_20190904                               |
| transient_sicli          | gaia_20190905                               |
| transient_sicli          | gaia_20190906                               |
| transient_sicli          | gaia_20190907                               |
| transient_sicli          | gaia_20190908                               |
| transient_sicli          | gaia_20190909                               |
| transient_sicli          | gaia_20190910                               |
| transient_sicli          | gaia_20190911                               |
| transient_sicli          | gaia_20190912                               |
| transient_sicli          | gaia_20190913                               |
| transient_sicli          | gaia_20190914                               |
| transient_sicli          | gaia_20190915                               |
| transient_sicli          | gaia_20190916                               |
| transient_sicli          | gaia_20190917                               |
| transient_sicli          | gaia_20190918                               |
| transient_sicli          | gaia_20190919                               |
| transient_sicli          | gaia_20190920                               |
| transient_sicli          | gaia_20190921                               |
| transient_sicli          | gaia_20190922                               |
| transient_sicli          | gaia_20190923                               |
| transient_sicli          | gaia_20190924                               |
| transient_sicli          | gaia_20190925                               |
| transient_sicli          | gaia_20190926                               |
| transient_sicli          | gaia_20190927                               |
| transient_sicli          | gaia_20190928                               |
| transient_sicli          | gaia_20190929                               |
| transient_sicli          | gaia_20190930                               |
| transient_sicli          | gaia_20191001                               |
| transient_sicli          | gaia_20191002                               |
| transient_sicli          | gaia_20191003                               |
| transient_sicli          | gaia_20191004                               |
| transient_sicli          | gaia_20191005                               |
| transient_sicli          | gaia_20191006                               |
| transient_sicli          | gaia_20191007                               |
| transient_sicli          | gaia_20191008                               |
| transient_sicli          | gaia_20191009                               |
| transient_sicli          | gaia_20191010                               |
| transient_sicli          | gaia_20191011                               |
| transient_sicli          | gaia_20191015                               |
| transient_sicli          | gaia_20191016                               |
| transient_sicli          | gaia_20191017                               |
| transient_sicli          | gaia_20191018                               |
| transient_sicli          | gaia_20191019                               |
| transient_sicli          | gaia_20191020                               |
| transient_sicli          | gaia_20191021                               |
| transient_sicli          | gaia_20191022                               |
| transient_sicli          | gaia_20191023                               |
| transient_sicli          | gaia_20191024                               |
| transient_sicli          | gaia_20191025                               |
| transient_sicli          | gaia_20191026                               |
| transient_sicli          | gaia_20191027                               |
| transient_sicli          | gaia_20191028                               |
| transient_sicli          | gaia_20191029                               |
| transient_sicli          | gaia_20191030                               |
| transient_sicli          | gaia_20191031                               |
| transient_sicli          | gaia_20191101                               |
| transient_sicli          | gaia_20191102                               |
| transient_sicli          | gaia_20191103                               |
| transient_sicli          | gaia_20191104                               |
| transient_sicli          | gaia_20191105                               |
| transient_sicli          | gaia_20191106                               |
| transient_sicli          | gaia_20191107                               |
| transient_sicli          | gaia_20191108                               |
| transient_sicli          | gaia_20191109                               |
| transient_sicli          | gaia_20191110                               |
| transient_sicli          | gaia_20191111                               |
| transient_sicli          | gaia_20191112                               |
| transient_sicli          | gaia_20191113                               |
| transient_sicli          | gaia_20191114                               |
| transient_sicli          | gaia_20191115                               |
| transient_sicli          | gaia_20191116                               |
| transient_sicli          | gaia_20191117                               |
| transient_sicli          | gaia_20191118                               |
| transient_sicli          | gaia_20191119                               |
| transient_sicli          | gaia_20191120                               |
| transient_sicli          | gaia_20191121                               |
| transient_sicli          | gaia_20191122                               |
| transient_sicli          | gaia_20191123                               |
| transient_sicli          | gaia_20191124                               |
| transient_sicli          | gaia_20191125                               |
| transient_sicli          | gaia_20191126                               |
| transient_sicli          | gaia_20191127                               |
| transient_sicli          | gaia_20191129                               |
| transient_sicli          | gaia_20191130                               |
| transient_sicli          | gaia_20191201                               |
| transient_sicli          | gaia_20191202                               |
| transient_sicli          | gaia_20191203                               |
| transient_sicli          | gaia_20191204                               |
| transient_sicli          | gaia_20191205                               |
| transient_sicli          | gaia_20191206                               |
| transient_sicli          | gaia_20191207                               |
| transient_sicli          | gaia_20191208                               |
| transient_sicli          | gaia_20191209                               |
| transient_sicli          | gaia_20191210                               |
| transient_sicli          | gaia_20191211                               |
| transient_sicli          | gaia_20191212                               |
| transient_sicli          | gaia_20191213                               |
| transient_sicli          | gaia_20191214                               |
| transient_sicli          | gaia_20191215                               |
| transient_sicli          | gaia_20191216                               |
| transient_sicli          | gaia_20191217                               |
| transient_sicli          | gaia_20191218                               |
| transient_sicli          | gaia_20191219                               |
| transient_sicli          | gaia_20191220                               |
| transient_sicli          | gaia_20191221                               |
| transient_sicli          | gaia_20191222                               |
| transient_sicli          | gaia_20191223                               |
| transient_sicli          | gaia_20191224                               |
| transient_sicli          | gaia_20191225                               |
| transient_sicli          | gaia_20191226                               |
| transient_sicli          | gaia_20191227                               |
| transient_sicli          | gaia_20191228                               |
| transient_sicli          | gaia_20191229                               |
| transient_sicli          | gaia_20191230                               |
| transient_sicli          | gaia_20191231                               |
| transient_sicli          | gaia_20200101                               |
| transient_sicli          | gaia_20200102                               |
| transient_sicli          | gaia_20200103                               |
| transient_sicli          | gaia_20200104                               |
| transient_sicli          | gaia_20200105                               |
| transient_sicli          | gaia_20200106                               |
| transient_sicli          | gaia_20200107                               |
| transient_sicli          | gaia_20200108                               |
| transient_sicli          | gaia_20200109                               |
| transient_sicli          | gaia_20200110                               |
| transient_sicli          | gaia_20200111                               |
| transient_sicli          | gaia_20200112                               |
| transient_sicli          | gaia_20200113                               |
| transient_sicli          | gaia_20200114                               |
| transient_sicli          | gaia_20200115                               |
| transient_sicli          | gaia_20200116                               |
| transient_sicli          | gaia_20200117                               |
| transient_sicli          | gaia_20200118                               |
| transient_sicli          | gaia_20200119                               |
| transient_sicli          | gaia_20200120                               |
| transient_sicli          | gaia_20200121                               |
| transient_sicli          | gaia_20200122                               |
| transient_sicli          | gaia_20200123                               |
| transient_sicli          | gaia_20200124                               |
| transient_sicli          | gaia_20200125                               |
| transient_sicli          | gaia_20200126                               |
| transient_sicli          | gaia_20200127                               |
| transient_sicli          | gaia_20200128                               |
| transient_sicli          | gaia_20200129                               |
| transient_sicli          | gaia_20200130                               |
| transient_sicli          | gaia_20200131                               |
| transient_sicli          | gaia_20200201                               |
| transient_sicli          | gaia_20200202                               |
| transient_sicli          | gaia_20200203                               |
| transient_sicli          | gaia_20200204                               |
| transient_sicli          | gaia__20191114                              |
| trusted_sicli            | gaia_vw                                     |
| analytics                | gamer_10_16_012022                          |
| analytics                | gamer_3_9_012022                            |
| analytics                | gaming_cashin_cashout_mai_gam               |
| fms                      | gammes                                      |
| fms                      | gammes_external                             |
| refined_seter            | gare_distance_imsi                          |
| refined_seter            | gare_seter                                  |
| refined                  | garnaque                                    |
| trusted                  | gbdr                                        |
| refined_cem              | gds_missing_traffic_cell_daily              |
| refined_cem              | gds_monthly_full_location                   |
| refined_cem              | gds_traffic_cell_daily                      |
| refined_cem              | gds_traffic_cell_hourly                     |
| refined_cem              | gds_traffic_cell_monthly                    |
| dev                      | geoloc_horaire                              |
| sys                      | global_privs                                |
| fms                      | grille_bypass_cashout                       |
| fms                      | grille_bypass_commissions                   |
| fms                      | groupes                                     |
| fms                      | groupes_external                            |
| nba_nbo                  | handset                                     |
| nba_nbo                  | handset12years                              |
| refined_flytxt           | hbase_rfm_recharge                          |
| refined_trafic_ogb       | hformule                                    |
| test_dlk                 | hh_annulation_20221027                      |
| default                  | hh_annulation_20221107                      |
| analytics                | hh_annulation_20221107                      |
| default                  | hh_annulation_20221107_p2p                  |
| default                  | hh_remboursement_20221107                   |
| refined_om               | hist_test                                   |
| refined_om               | historic_om                                 |
| refined                  | historique_pass_data                        |
| trusted_pfs              | hlr                                         |
| transient_pfs            | hlr_20190314                                |
| transient_pfs            | hlr_20190316                                |
| transient_pfs            | hlr_20190317                                |
| transient                | hlr_20200916                                |
| cra                      | hlr_in                                      |
| cra                      | hlr_in_bis                                  |
| cra                      | hlr_in_ter                                  |
| trusted_pfs              | hlr_test                                    |
| default                  | hm_stable                                   |
| trusted_pfs_osl          | hmsc                                        |
| trusted_pfs_osl          | hsgsn                                       |
| trusted_pfs_osl          | hsgw                                        |
| trusted_formats          | htraffic                                    |
| trusted_formats          | htraffic_new                                |
| trusted_pfs              | iah_zebra                                   |
| test_dlk                 | iah_zebra                                   |
| default                  | illimix_vectors                             |
| refined_seter            | imei_cellid                                 |
| refined_seter            | imei_cellid_01                              |
| covid19                  | imsi_contacts                               |
| analytics                | imsi_test                                   |
| default                  | inactifs_users                              |
| crt                      | indegreeom                                  |
| analytics                | infos_appli                                 |
| covid19                  | infos_apres_isolement                       |
| analytics                | infos_clients_gaming                        |
| refined_gamingom         | infos_clients_gaming                        |
| analytics                | infos_clients_suspects                      |
| refined_gamingom         | infos_clients_suspects                      |
| analytics                | infos_distri                                |
| refined_gamingom         | infos_distri                                |
| analytics                | infos_distri_2711                           |
| refined_dqm              | infotel                                     |
| refined_dqm              | infotel_stats                               |
| analytics                | inscrits_orange_et_moi                      |
| analytics                | inscrits_orange_money                       |
| trusted_cdr              | ipp_list                                    |
| trusted_cdr              | ipp_list_pass                               |
| default                  | irnmjgguljybhaihjdxahlsegrxbtg              |
| trusted_om               | irttransactions                             |
| trusted_cdr              | iucs                                        |
| cem                      | iucs                                        |
| covid19                  | iucs_7_avril                                |
| cem                      | iups                                        |
| trusted_sicli            | jamono_pro                                  |
| trusted_cdr              | jeuillimix3                                 |
| trusted_cdr              | joinprefixe                                 |
| sys                      | key_constraints                             |
| transient_cdr            | kfn_kri_2020042714                          |
| analytics                | kiosque_loc1                                |
| analytics                | kiosques_actifs                             |
| default                  | klk_valdiodio_jour1                         |
| default                  | klk_valdiodio_jour2                         |
| default                  | klk_valdiodio_jour3                         |
| default                  | klk_valdiodio_jour4                         |
| default                  | kmeans_suspects_month_08_11                 |
| analytics                | kmeans_suspects_month_08_11                 |
| default                  | kmeans_suspects_month_08_12                 |
| default                  | kmeans_suspects_month_08_aout_13            |
| default                  | kmeans_suspects_month_08_aout_18            |
| default                  | kmeans_suspects_month_94119                 |
| default                  | kmeans_suspects_month_94210                 |
| refined_gamingom         | kmeans_suspects_monthly                     |
| refined_gamingom         | kmeans_suspects_monthly1046                 |
| refined_gamingom         | kmeans_suspects_monthly1047                 |
| default                  | kmeans_suspects_monthly943                  |
| refined_gamingom         | kmeans_suspects_monthly943                  |
| refined_gamingom         | kmeans_suspects_monthly944                  |
| analytics                | kmeans_suspects_monthly945                  |
| refined_gamingom         | kmeans_suspects_monthly945                  |
| refined_om               | kpi_clients_servis_agence                   |
| refined_reporting        | kpi_daily_echec                             |
| refined_reporting        | kpi_daily_global                            |
| refined_reporting        | kpi_daily_om                                |
| refined_reporting        | kpi_daily_omtest                            |
| refined_reporting        | kpi_daily_pmo_data                          |
| refined_reporting        | kpi_daily_pmo_data_monthly                  |
| refined_reporting        | kpi_daily_pmo_voix_sms                      |
| refined_reporting        | kpi_daily_sargal                            |
| refined_reporting        | kpi_daily_sargal_se                         |
| refined_reporting        | kpi_daily_traficvs                          |
| refined_reporting        | kpi_monthly_sargal                          |
| refined_reporting        | kpi_sargal                                  |
| analytics                | kpi_trafic_test_joint                       |
| refined_reporting        | kpi_traficvs_roaming                        |
| covid19                  | lac_region                                  |
| default                  | lamb_kolda_finale                           |
| default                  | lamb_kolda_jour1                            |
| default                  | lamb_kolda_jour2                            |
| default                  | lamb_kolda_jour3                            |
| default                  | lamb_kolda_jour4                            |
| covid19                  | last_position_init                          |
| cem                      | latadr                                      |
| cem                      | latiups                                     |
| default                  | lbcn_kaffrine_finale                        |
| default                  | lbcn_kaffrine_jour1                         |
| default                  | lbcn_kaffrine_jour2                         |
| default                  | lbcn_kaffrine_jour3                         |
| default                  | lbcn_kaffrine_jour4                         |
| trusted_cdr              | lib_channels_id                             |
| trusted_cdr              | lib_compteurs_in                            |
| trusted_cdr              | lib_handset                                 |
| trusted_cdr_ogb          | lib_handset                                 |
| trusted_cdr              | lib_partner_network                         |
| refined_trafic_ogb       | lib_partner_network                         |
| default                  | lib_sedhiou_finale                          |
| default                  | lib_sedhiou_jour1                           |
| default                  | lib_sedhiou_jour2                           |
| default                  | lib_sedhiou_jour3                           |
| default                  | lib_sedhiou_jour4                           |
| covid19                  | lieux_potentiels                            |
| refined_trafic           | ligne_offnet                                |
| transient_pfs            | ligne_postpaid_20200915                     |
| trusted_sicli            | ligne_prepaid                               |
| trusted_sicli            | ligne_services_prepaid                      |
| refined_utilities        | lignes_etat                                 |
| trusted_sicli            | lignes_postpaid                             |
| refined_trafic           | lignes_postpaid_dump                        |
| refined_trafic           | lignes_postpaid_dump_temp                   |
| default                  | limamoulaye_jour1                           |
| default                  | limamoulaye_jour2                           |
| default                  | limamoulaye_jour3                           |
| default                  | limamoulaye_jour4                           |
| default                  | limamoulaye_jour_1                          |
| default                  | limamoulaye_jour_2                          |
| default                  | limamoulaye_jour_3                          |
| default                  | limamoulaye_jour_4                          |
| default                  | limamoulye_finale                           |
| refined_sicli            | list_boutique                               |
| refined_sicli            | list_drv                                    |
| refined_sicli            | list_pvt                                    |
| refined_sicli            | list_pvt_old                                |
| analytics                | liste_clients_p2p                           |
| trusted_pfs              | liste_noire_sondage_dst                     |
| analytics                | liste_numeros                               |
| analytics                | liste_verte_gaming                          |
| analytics                | lite_om                                     |
| default                  | lmb_kedougou_jour1                          |
| default                  | lmb_kedougou_jour2                          |
| default                  | lmb_kedougou_jour3                          |
| default                  | lmb_kedougou_jour4                          |
| default                  | lmcm_tamba_jour1                            |
| default                  | lmcm_tamba_jour2                            |
| default                  | lmcm_tamba_jour3                            |
| default                  | lmcm_tamba_jour4                            |
| covid19                  | loc                                         |
| analytics                | loc_2021                                    |
| covid19                  | loc_sas                                     |
| analytics                | local_soda                                  |
| trusted                  | localisation                                |
| nba_nbo                  | localisation                                |
| covid19                  | localisation_after_isolement                |
| trusted_cdr              | localisation_bts                            |
| trusted_cdr_ogb          | localisation_bts                            |
| covid19                  | localisation_cell                           |
| covid19                  | localisation_cercle                         |
| covid19                  | localisation_cercle_2                       |
| covid19                  | localisation_contacts                       |
| covid19                  | localisation_contacts2                      |
| covid19                  | localisation_contacts_jour                  |
| covid19                  | localisation_contacts_test                  |
| covid19                  | localisation_covid_all                      |
| covid19                  | localisation_covid_all_new                  |
| covid19                  | localisation_covid_historique               |
| covid19                  | localisation_covid_jour                     |
